,ASHAHEBOSearcher,ASHACFOSearcher,ASHAAxSearcher,BOHBSearcher,ASHABlendSearchSearcher,HEBOSearcher,ASHAHyperOptSearcher,HyperOptSearcher,OptunaTPESearcher,SkOptSearcher,AxSearcher,BlendSearchSearcher,CFOSearcher,RandomSearch,ASHAOptunaTPESearcher,ASHARandomSearch,ASHASkOptSearcher
0,0.6605160133491415,0.577816177634939,0.6002114902191059,0.6247635101958319,0.5915897211279049,0.5861517730682049,0.6231039210830759,0.6624426018539705,0.5735018988783445,0.6376087111364572,0.6104383312685194,0.6235795546656989,0.5788850247087136,0.6278353575960989,0.6280928929075587,0.5987871303197404,0.62285620026945
1,0.7645108756206033,0.7394123747633279,0.7545513665738739,0.7528148593131417,0.7271634639315926,0.7743814918823748,0.7749866312055236,0.7816122642319391,0.7614368487242823,0.7556133129774943,0.7484911167145131,0.7572582541976809,0.7401031528786461,0.7678514299290704,0.7433967852475432,0.7569054814579693,0.7780914148070537
2,0.7930933561028332,0.7824769659521223,0.7927523080839552,0.7828637365342227,0.766810424772699,0.8022176498101511,0.8050421872636213,0.808472510072353,0.7864102093317179,0.7796658733973078,0.775390879022838,0.787014680116013,0.7759544633001951,0.7942263313156919,0.7678086163197586,0.7894358074210519,0.8059826220261679
3,0.8071432816125971,0.7982496061630446,0.8032568161215242,0.7945710948764433,0.7762784791384261,0.8131688230473961,0.8141404514778539,0.8165939215901594,0.7980834985172262,0.7899393412664553,0.7834093250377273,0.7977240325411911,0.7882991211351362,0.8021157034822505,0.7767521366415958,0.7986751381058439,0.8188817185385172
4,0.8188171727624179,0.8064066207271284,0.8067903516784961,0.7999098262105119,0.7830653190698782,0.8188945897277864,0.8219731189445588,0.8234115731344004,0.804227389727434,0.7941220200557362,0.7888667948698415,0.8039995678049477,0.7950703223783473,0.8076633486214367,0.784424106305836,0.8058911809547867,0.8261208100663051
5,0.8216056872734165,0.8110616434568788,0.8110310268415284,0.8046061650954225,0.788237876571059,0.8209268681192001,0.8246995706468909,0.8281180765199587,0.8082489365256409,0.7983725925025081,0.7935704818725305,0.8084067353140555,0.7997782380249913,0.8112219783232099,0.7891562474605687,0.8110723849588094,0.8286362951521797
6,0.8244480772087444,0.8154959421015201,0.8130196613755202,0.8072272253832596,0.7914310605490342,0.8217941666268357,0.8283307542471059,0.8302457691598795,0.8104383659105279,0.8056995217653479,0.7964926844778935,0.8107524677620039,0.8029514376976861,0.8130343093663498,0.7914427501310314,0.8143623869108942,0.8327562900868116
7,0.8271295001026417,0.8190765587464289,0.8154098807203535,0.8095745334430171,0.794444977074914,0.8233724708984628,0.8303805904258942,0.8317123647481401,0.8125856400969822,0.8082656812626922,0.7974808414552932,0.8139249248140014,0.8049572171954865,0.815208238990244,0.7946762749856128,0.8175463233058795,0.8355682615081618
8,0.8292708816211558,0.8207249869828049,0.8177028148382359,0.8113908854800491,0.7973300471826615,0.824629420711729,0.8318212452210867,0.8327302864988549,0.8141086388503892,0.809425622873055,0.8001333059905033,0.8161220922571345,0.8067064567185904,0.8166610399212964,0.7987161539166261,0.819388526485265,0.8381473724039963
9,0.830410975291787,0.8227146426189104,0.8201951781661453,0.8131945197887543,0.7999596897889039,0.8256603725853846,0.8331866286365013,0.83421734428481,0.8156404830937153,0.8110451730709091,0.8014359847053292,0.8178055687398531,0.8100010706748499,0.8176510230989298,0.8005820114619906,0.82086936836806,0.8396368792401863
