BOHBSearcher,SkOptSearcher,HyperOptSearcher,ASHAHyperOptSearcher,ASHARandomSearch,ASHASkOptSearcher,BlendSearchSearcher,ASHAHEBOSearcher,PBTSearcher,ASHABlendSearchSearcher,RandomSearch,ASHAOptunaTPESearcher,ASHAAxSearcher,ASHACFOSearcher,HEBOSearcher,OptunaTPESearcher,CFOSearcher,AxSearcher
0.8541147991122633,0.9790453199510641,0.971405674692948,0.8685575038381099,0.8730813663265824,0.8447105056714356,0.9432339704668914,0.867352585804873,0.9889692095194246,0.8274270519933087,0.9808036901199993,0.8588256486135487,0.860640853801184,0.8581995335158347,0.97839899461445,0.9775830406777992,0.9602271391272318,0.9844231547656318
0.9378993500076569,0.9790453199510641,0.9824567509654096,0.8841995932237607,0.8779596490566592,0.8941394651908853,0.9872320160521828,0.967731616764274,0.9909036856070155,0.8846348996631073,0.9871053522924415,0.8588256486135487,0.9394398734151425,0.8843099182599957,0.9801508622358043,0.9827414821064027,0.9872515115926755,0.9844231547656318
0.9378993500076569,0.9880210314953928,0.9824567509654096,0.8841995932237607,0.8779596490566592,0.8941394651908853,0.9872320160521828,0.967731616764274,0.9909036856070155,0.8846348996631073,0.9871053522924415,0.8683047967756385,0.9394398734151425,0.8843099182599957,0.9801508622358043,0.988130321901449,0.9872515115926755,0.9844231547656318
0.9378993500076569,0.9880210314953928,0.9824567509654096,0.8841995932237607,0.8850246434495804,0.8941394651908853,0.9872320160521828,0.967731616764274,0.9909036856070155,0.8962307457468304,0.9871053522924415,0.8832411817004433,0.9394398734151425,0.8843099182599957,0.9801508622358043,0.988130321901449,0.9872515115926755,0.9844231547656318
0.9378993500076569,0.9902551709754406,0.9878651608453983,0.8841995932237607,0.893819948305947,0.8941394651908853,0.9903141673876071,0.967731616764274,0.9909036856070155,0.8962307457468304,0.9901925678815926,0.8832411817004433,0.9394398734151425,0.8843099182599957,0.9863433178515982,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9378993500076569,0.9902551709754406,0.9878651608453983,0.9460322373222594,0.893819948305947,0.9555445980052888,0.9903141673876071,0.967731616764274,0.9911310732889261,0.9630178643999956,0.9901925678815926,0.8837732962787547,0.9394398734151425,0.9195800409511768,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9378993500076569,0.9902551709754406,0.9878651608453983,0.9543495471142808,0.893819948305947,0.9555445980052888,0.9903141673876071,0.967731616764274,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.8837732962787547,0.95121713866614,0.9195800409511768,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9378993500076569,0.9902551709754406,0.9878651608453983,0.9543495471142808,0.9533004101017913,0.9555445980052888,0.9903141673876071,0.967731616764274,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.9448284209833494,0.95121713866614,0.9595260527561801,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9537717006249731,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9626674305486724,0.9555445980052888,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.9448284209833494,0.95121713866614,0.9611150512102636,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9537717006249731,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9626674305486724,0.9555445980052888,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.9448284209833494,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9575029337702102,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9626674305486724,0.9626016909292773,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9575029337702102,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9626674305486724,0.9626016909292773,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9575029337702102,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9634225725420554,0.9626016909292773,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9779154511233475,0.9902551709754406,0.9878651608453983,0.9549161672789681,0.9634225725420554,0.9626016909292773,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9806021301805385,0.9902551709754406,0.9878651608453983,0.9617469229958874,0.9634225725420554,0.9626016909292773,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.95121713866614,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
0.9806021301805385,0.9902551709754406,0.9878651608453983,0.9617469229958874,0.9634225725420554,0.9651726707315603,0.9903141673876071,0.9818515530529441,0.9968691277732666,0.9630178643999956,0.9901925678815926,0.959315114427632,0.9585889674128111,0.9629619183736299,0.9871989851980506,0.988130321901449,0.9888855531261485,0.9877303550696808
