BOHBSearcher,SkOptSearcher,HyperOptSearcher,ASHAHyperOptSearcher,ASHARandomSearch,ASHASkOptSearcher,BlendSearchSearcher,ASHAHEBOSearcher,PBTSearcher,ASHABlendSearchSearcher,RandomSearch,ASHAOptunaTPESearcher,ASHAAxSearcher,ASHACFOSearcher,HEBOSearcher,OptunaTPESearcher,CFOSearcher,AxSearcher
0.8558191402316654,0.9802387406014614,0.973631992472901,0.8762463524363259,0.871674073925945,0.8490198013970879,0.9493997996226818,0.8707439277333612,0.9890423759698511,0.8387681008249883,0.9821166535052726,0.8588925187415333,0.8533656287107964,0.8530243336699433,0.9767738978914334,0.9757041220380414,0.9687165581484871,0.9815159328999551
0.9380296179329993,0.9802387406014614,0.9840128069145025,0.8899164456580572,0.8787306061082502,0.8932939147697506,0.9867394920276863,0.9443117962696457,0.990801618299406,0.9037383176426633,0.9872817590911421,0.8605862319946088,0.9195565648763792,0.8732122018075198,0.9804032331500753,0.9836076141932208,0.9870853013381806,0.9861497536308214
0.9380296179329993,0.9839753576095869,0.9840128069145025,0.8899164456580572,0.8787306061082502,0.8932939147697506,0.9867394920276863,0.9721677466711146,0.9909377760136978,0.9037383176426633,0.9872817590911421,0.8740493056744308,0.9195565648763792,0.8752829869215802,0.9804032331500753,0.9871717991980703,0.9870853013381806,0.9861497536308214
0.9380296179329993,0.9839753576095869,0.9840128069145025,0.8899164456580572,0.9085008729925429,0.8932939147697506,0.9867394920276863,0.9721677466711146,0.9928096559587386,0.9076035996705709,0.9872817590911421,0.8837685882786586,0.9200415466604251,0.8752829869215802,0.9804032331500753,0.9871717991980703,0.9870853013381806,0.9861497536308214
0.9380296179329993,0.9899983327510626,0.9867527782382902,0.8899164456580572,0.9137876394089721,0.8932939147697506,0.9901171324783693,0.9721677466711146,0.9928096559587386,0.9076035996705709,0.9884136345812872,0.8839423729867502,0.9200415466604251,0.8752829869215802,0.9852633149816471,0.9871717991980703,0.9877770587464463,0.9872521537321709
0.9380296179329993,0.9899983327510626,0.9867527782382902,0.9283826659416627,0.9163109945853444,0.9361176576433171,0.9901171324783693,0.9721677466711146,0.9929679622230694,0.9298659725549593,0.9884136345812872,0.884119744512854,0.9369884770312504,0.92472282521658,0.987129036273147,0.9871717991980703,0.9877770587464463,0.9872521537321709
0.9380296179329993,0.9899983327510626,0.9867527782382902,0.9311551025390031,0.9175433130595252,0.9575510412778016,0.9901171324783693,0.9721677466711146,0.9952836472963215,0.9611126576789367,0.9884136345812872,0.9024291905034661,0.9409142321149163,0.92472282521658,0.987129036273147,0.9871717991980703,0.9877770587464463,0.9872521537321709
0.9380296179329993,0.9899983327510626,0.9867527782382902,0.9311551025390031,0.9377785467672233,0.9575510412778016,0.9901171324783693,0.9721677466711146,0.9952836472963215,0.9611126576789367,0.9884136345812872,0.9271173972120971,0.9409142321149163,0.9467403816392069,0.987129036273147,0.9871717991980703,0.9877770587464463,0.9872521537321709
0.950629667304379,0.9899983327510626,0.9867527782382902,0.9570042124630455,0.9607277075147983,0.9575510412778016,0.9901171324783693,0.9777570232720167,0.9952836472963215,0.9611126576789367,0.9884136345812872,0.9463125210901255,0.9409142321149163,0.9614159997765129,0.987129036273147,0.9871717991980703,0.9877770587464463,0.9872521537321709
0.958136104847191,0.9899983327510626,0.9867527782382902,0.9570042124630455,0.9607277075147983,0.9575510412778016,0.9901171324783693,0.9777570232720167,0.9952836472963215,0.9611126576789367,0.9884136345812872,0.9468049204311203,0.9536074564543315,0.9625612883156629,0.987129036273147,0.9871717991980703,0.9877770587464463,0.9872521537321709
